gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	3p14.2	protein_coding	8	1396	0.57	52	16508	0.31	1522	66	4.34	678	44.55	8	Cancer Gene Census
ENSG00000213066	CEP43	centrosomal protein 43	6q27	protein_coding	8	1396	0.57	73	16508	0.44	1522	188	12.35	441	28.98	8	Cancer Gene Census
ENSG00000092820	EZR	ezrin	6q25.3	protein_coding	7	1396	0.50	127	16508	0.77	1522	190	12.48	434	28.52	7	Cancer Gene Census
ENSG00000110987	BCL7A	BAF chromatin remodeling complex subunit BCL7A	12q24.31	protein_coding	7	1396	0.50	276	16508	1.67	1522	315	20.70	229	15.05	7	Cancer Gene Census
ENSG00000124145	SDC4	syndecan 4	20q13.12	protein_coding	7	1396	0.50	66	16508	0.40	1522	523	34.36	135	8.87	7	Cancer Gene Census
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	6p21.2	protein_coding	7	1396	0.50	110	16508	0.67	1522	422	27.73	163	10.71	7	Cancer Gene Census
ENSG00000126524	SBDS	SBDS ribosome maturation factor	7q11.21	protein_coding	7	1396	0.50	69	16508	0.42	1522	541	35.55	120	7.88	7	Cancer Gene Census
ENSG00000126752	SSX1	SSX family member 1	Xp11.23	protein_coding	7	1396	0.50	67	16508	0.41	1522	0	0.00	0	0.00	8	Cancer Gene Census
ENSG00000134352	IL6ST	interleukin 6 signal transducer	5q11.2	protein_coding	7	1396	0.50	186	16508	1.13	1522	240	15.77	489	32.13	7	Cancer Gene Census
ENSG00000136754	ABI1	abl interactor 1	10p12.1	protein_coding	7	1396	0.50	93	16508	0.56	1522	291	19.12	264	17.35	8	Cancer Gene Census
ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	11q12.2	protein_coding	7	1396	0.50	56	16508	0.34	1522	318	20.89	149	9.79	7	Cancer Gene Census
ENSG00000168496	FEN1	flap structure-specific endonuclease 1	11q12.2	protein_coding	7	1396	0.50	71	16508	0.43	1522	316	20.76	149	9.79	7	Cancer Gene Census
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	9p24.1	protein_coding	7	1396	0.50	48	16508	0.29	1522	206	13.53	649	42.64	7	Cancer Gene Census
ENSG00000204103	MAFB	MAF bZIP transcription factor B	20q12	protein_coding	7	1396	0.50	83	16508	0.50	1522	518	34.03	126	8.28	7	Cancer Gene Census
ENSG00000214562	NUTM2D	NUT family member 2D	10q23.2	protein_coding	7	1396	0.50	59	16508	0.36	1522	152	9.99	394	25.89	7	Cancer Gene Census
ENSG00000069399	BCL3	BCL3 transcription coactivator	19q13.32	protein_coding	6	1396	0.43	95	16508	0.58	1522	318	20.89	248	16.29	6	Cancer Gene Census
ENSG00000101213	PTK6	protein tyrosine kinase 6	20q13.33	protein_coding	6	1396	0.43	93	16508	0.56	1522	570	37.45	112	7.36	6	Cancer Gene Census
ENSG00000111252	SH2B3	SH2B adaptor protein 3	12q24.12	protein_coding	6	1396	0.43	110	16508	0.67	1522	313	20.57	207	13.60	6	Cancer Gene Census
ENSG00000112237	CCNC	cyclin C	6q16.2	protein_coding	6	1396	0.43	70	16508	0.42	1522	180	11.83	437	28.71	6	Cancer Gene Census
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1p36.13	protein_coding	6	1396	0.43	43	16508	0.26	1522	204	13.40	318	20.89	6	Cancer Gene Census
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein	1p36.12	protein_coding	6	1396	0.43	36	16508	0.22	1522	195	12.81	316	20.76	6	Cancer Gene Census
ENSG00000125285	SOX21	SRY-box transcription factor 21	13q32.1	protein_coding	6	1396	0.43	52	16508	0.31	1522	203	13.34	524	34.43	6	Cancer Gene Census
ENSG00000142867	BCL10	BCL10 immune signaling adaptor	1p22.3	protein_coding	6	1396	0.43	69	16508	0.42	1522	210	13.80	317	20.83	6	Cancer Gene Census
ENSG00000163041	H3-3A	H3.3 histone A	1q42.12	protein_coding	6	1396	0.43	49	16508	0.30	1522	777	51.05	52	3.42	6	Cancer Gene Census
ENSG00000163497	FEV	FEV transcription factor, ETS family member	2q35	protein_coding	6	1396	0.43	29	16508	0.18	1522	280	18.40	200	13.14	6	Cancer Gene Census
ENSG00000164305	CASP3	caspase 3	4q35.1	protein_coding	6	1396	0.43	69	16508	0.42	1522	118	7.75	512	33.64	6	Cancer Gene Census
ENSG00000166407	LMO1	LIM domain only 1	11p15.4	protein_coding	6	1396	0.43	47	16508	0.28	1522	178	11.70	341	22.40	6	Cancer Gene Census
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	3q21.3	protein_coding	6	1396	0.43	40	16508	0.24	1522	580	38.11	169	11.10	6	Cancer Gene Census
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	21q22.11	protein_coding	6	1396	0.43	81	16508	0.49	1522	235	15.44	364	23.92	6	Cancer Gene Census
ENSG00000067955	CBFB	core-binding factor subunit beta	16q22.1	protein_coding	5	1396	0.36	85	16508	0.51	1522	280	18.40	339	22.27	5	Cancer Gene Census
ENSG00000088256	GNA11	G protein subunit alpha 11	19p13.3	protein_coding	5	1396	0.36	123	16508	0.75	1522	125	8.21	503	33.05	5	Cancer Gene Census
ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	protein_coding	5	1396	0.36	62	16508	0.38	1522	116	7.62	644	42.31	5	Cancer Gene Census
ENSG00000112576	CCND3	cyclin D3	6p21.1	protein_coding	5	1396	0.36	104	16508	0.63	1522	432	28.38	157	10.32	5	Cancer Gene Census
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	2q33.3	protein_coding	5	1396	0.36	63	16508	0.38	1522	334	21.94	150	9.86	6	Cancer Gene Census
ENSG00000119335	SET	SET nuclear proto-oncogene	9q34.11	protein_coding	5	1396	0.36	78	16508	0.47	1522	184	12.09	459	30.16	5	Cancer Gene Census
ENSG00000120217	CD274	CD274 molecule	9p24.1	protein_coding	5	1396	0.36	60	16508	0.36	1522	206	13.53	649	42.64	5	Cancer Gene Census
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	19p13.3	protein_coding	5	1396	0.36	106	16508	0.64	1522	131	8.61	496	32.59	5	Cancer Gene Census
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	protein_coding	5	1396	0.36	54	16508	0.33	1522	180	11.83	380	24.97	5	Cancer Gene Census
ENSG00000168092	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	11q23.3	protein_coding	5	1396	0.36	46	16508	0.28	1522	286	18.79	286	18.79	5	Cancer Gene Census
ENSG00000183508	TENT5C	terminal nucleotidyltransferase 5C	1p12	protein_coding	5	1396	0.36	219	16508	1.33	1522	223	14.65	356	23.39	5	Cancer Gene Census
ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated	1p36.12, 1p36.11	lncRNA	5	1396	0.36	57	16508	0.35	1522	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	16q13	protein_coding	4	1396	0.29	77	16508	0.47	1522	275	18.07	337	22.14	4	Cancer Gene Census
ENSG00000105369	CD79A	CD79a molecule	19q13.2	protein_coding	4	1396	0.29	70	16508	0.42	1522	312	20.50	248	16.29	4	Cancer Gene Census
ENSG00000109220	CHIC2	cysteine rich hydrophobic domain 2	4q12	protein_coding	4	1396	0.29	40	16508	0.24	1522	286	18.79	282	18.53	4	Cancer Gene Census
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	6p21.31, 6p21.2	protein_coding	4	1396	0.29	54	16508	0.33	1522	421	27.66	164	10.78	4	Cancer Gene Census
ENSG00000116251	RPL22	ribosomal protein L22	1p36.31	protein_coding	4	1396	0.29	264	16508	1.60	1522	223	14.65	336	22.08	4	Cancer Gene Census
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	9q22.33	protein_coding	4	1396	0.29	55	16508	0.33	1522	170	11.17	482	31.67	4	Cancer Gene Census
ENSG00000142273	CBLC	Cbl proto-oncogene C	19q13.32	protein_coding	4	1396	0.29	101	16508	0.61	1522	318	20.89	248	16.29	4	Cancer Gene Census
ENSG00000169249	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	Xp22.2	protein_coding	4	1396	0.29	91	16508	0.55	1522	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	3p22.2	protein_coding	4	1396	0.29	70	16508	0.42	1522	70	4.60	649	42.64	4	Cancer Gene Census
ENSG00000173674	EIF1AX	eukaryotic translation initiation factor 1A X-linked	Xp22.12	protein_coding	4	1396	0.29	81	16508	0.49	1522	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000179362	HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46	15q21.1	transcribed_processed_pseudogene	4	1396	0.29	37	16508	0.22	1522	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	9q31.2	protein_coding	4	1396	0.29	33	16508	0.20	1522	190	12.48	463	30.42	4	Cancer Gene Census
ENSG00000188199	NUTM2B	NUT family member 2B	10q22.3	protein_coding	4	1396	0.29	30	16508	0.18	1522	197	12.94	365	23.98	5	Cancer Gene Census
ENSG00000204531	POU5F1	POU class 5 homeobox 1	6p21.33	protein_coding	4	1396	0.29	80	16508	0.48	1522	421	27.66	166	10.91	4	Cancer Gene Census
ENSG00000251562	MALAT1	metastasis associated lung adenocarcinoma transcript 1	11q13.1	lncRNA	4	1396	0.29	10	16508	0.06	1522	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000019582	CD74	CD74 molecule	5q33.1	protein_coding	3	1396	0.21	54	16508	0.33	1522	194	12.75	501	32.92	3	Cancer Gene Census
ENSG00000070404	FSTL3	follistatin like 3	19p13.3	protein_coding	3	1396	0.21	31	16508	0.19	1522	139	9.13	513	33.71	3	Cancer Gene Census
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	1p34.2	protein_coding	3	1396	0.21	78	16508	0.47	1522	266	17.48	228	14.98	3	Cancer Gene Census
ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C	1p32.3	protein_coding	3	1396	0.21	57	16508	0.35	1522	222	14.59	267	17.54	3	Cancer Gene Census
ENSG00000135956	TMEM127	transmembrane protein 127	2q11.2	protein_coding	3	1396	0.21	53	16508	0.32	1522	468	30.75	51	3.35	3	Cancer Gene Census
ENSG00000214827	MTCP1	mature T cell proliferation 1	Xq28	protein_coding	3	1396	0.21	23	16508	0.14	1522	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000241476	SSX2	SSX family member 2	Xp11.22	protein_coding	3	1396	0.21	22	16508	0.13	1522	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	8p12	protein_coding	2	1396	0.14	32	16508	0.19	1522	169	11.10	672	44.15	2	Cancer Gene Census
ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member	19p13.13	protein_coding	2	1396	0.14	36	16508	0.22	1522	158	10.38	465	30.55	2	Cancer Gene Census
ENSG00000123268	ATF1	activating transcription factor 1	12q13.12	protein_coding	2	1396	0.14	59	16508	0.36	1522	357	23.46	148	9.72	2	Cancer Gene Census
ENSG00000126353	CCR7	C-C motif chemokine receptor 7	17q21.2	protein_coding	2	1396	0.14	94	16508	0.57	1522	455	29.89	144	9.46	2	Cancer Gene Census
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	8q12.1	protein_coding	2	1396	0.14	29	16508	0.18	1522	575	37.78	152	9.99	2	Cancer Gene Census
ENSG00000175197	DDIT3	DNA damage inducible transcript 3	12q13.3	protein_coding	2	1396	0.14	38	16508	0.23	1522	402	26.41	117	7.69	2	Cancer Gene Census
ENSG00000134899	ERCC5	ERCC excision repair 5, endonuclease	13q33.1	protein_coding	1	1396	0.07	17	16508	0.10	1522	197	12.94	522	34.30	1	Cancer Gene Census
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	8q22.2	protein_coding	1	1396	0.07	23	16508	0.14	1522	749	49.21	61	4.01	1	Cancer Gene Census
ENSG00000175643	RMI2	RecQ mediated genome instability 2	16p13.13	protein_coding	1	1396	0.07	19	16508	0.12	1522	372	24.44	213	13.99	1	Cancer Gene Census
ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2	15q26.1	protein_coding	1	1396	0.07	146	16508	0.88	1522	278	18.27	346	22.73	1	Cancer Gene Census
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	16p13.13	protein_coding	1	1396	0.07	42	16508	0.25	1522	372	24.44	214	14.06	1	Cancer Gene Census
ENSG00000213190	MLLT11	MLLT11 transcription factor 7 cofactor	1q21.3	protein_coding	1	1396	0.07	27	16508	0.16	1522	845	55.52	37	2.43	1	Cancer Gene Census
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65	15q21.3	protein_coding	1	1396	0.07	10	16508	0.06	1522	194	12.75	432	28.38	1	Cancer Gene Census
ENSG00000137309	HMGA1	high mobility group AT-hook 1	6p21.31	protein_coding	0	1396	0.00	24	16508	0.15	1522	415	27.27	169	11.10	0	Cancer Gene Census
ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	protein_coding	0	1396	0.00	6	16508	0.04	1522	209	13.73	419	27.53	0	Cancer Gene Census
